Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Manipulation: 
130,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 23,77ls7d,28,Predict the midpoint of the next candlestick,response,value,107,,,Prediction,3,object-338,
131,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 23,77ls7d,28,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-339,
132,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 23,77ls7d,28,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-339,
133,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 33,uhywuc,29,Predict the midpoint of the next candlestick,response,value,99,,,Prediction,3,object-403,
134,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 33,uhywuc,29,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-404,
135,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 33,uhywuc,29,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-404,
136,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,30,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-29798,
137,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,30,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-29799,
138,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,30,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-29799,
139,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,31,Predict the midpoint of the next candlestick,response,value,99,,,Prediction,3,object-438,
140,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,31,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-439,
141,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,31,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-439,
142,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,32,Predict the midpoint of the next candlestick,response,value,106,,,Prediction,3,object-308,
143,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,32,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-309,
144,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,32,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-309,
145,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 36,e4aiw7,33,Predict the midpoint of the next candlestick,response,value,116,,,Prediction,3,object-358,
146,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 36,e4aiw7,33,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-359,
147,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 36,e4aiw7,33,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-359,
148,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,34,Predict the midpoint of the next candlestick,response,value,107,,,Prediction,3,object-26263,
149,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,34,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-26264,
150,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,34,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-26264,
151,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 42,6eqxy3,35,Predict the midpoint of the next candlestick,response,value,105,,,Prediction,3,object-29293,
152,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 42,6eqxy3,35,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-29294,
153,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 42,6eqxy3,35,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-29294,
154,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 51,3g91vv,36,Predict the midpoint of the next candlestick,response,value,109,,,Prediction,3,object-353,
155,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 51,3g91vv,36,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-354,
156,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 51,3g91vv,36,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-354,
157,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 45,bhwts9,37,Predict the midpoint of the next candlestick,response,value,98,,,Prediction,3,object-26768,
158,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 45,bhwts9,37,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-26769,
159,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 45,bhwts9,37,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-26769,
160,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 22,rg3oep,38,Predict the midpoint of the next candlestick,response,value,109,,,Prediction,3,object-343,
161,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 22,rg3oep,38,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-344,
162,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 22,rg3oep,38,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-344,
163,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 34,a8hg4i,39,Predict the midpoint of the next candlestick,response,value,98,,,Prediction,3,object-388,
164,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 34,a8hg4i,39,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-389,
165,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 34,a8hg4i,39,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-389,
166,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,40,Predict the midpoint of the next candlestick,response,value,98,,,Prediction,3,object-21213,
167,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,40,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-21214,
168,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,40,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-21214,
169,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,41,Predict the midpoint of the next candlestick,response,value,102,,,Prediction,3,object-303,
170,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,41,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-304,
171,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,41,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-304,
172,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 40,xub8qx,42,Predict the midpoint of the next candlestick,response,value,108,,,Prediction,3,object-313,
173,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 40,xub8qx,42,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-314,
174,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 40,xub8qx,42,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-314,
175,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,43,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-328,
176,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,43,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-329,
177,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,43,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-329,
178,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 28,hprsnp,44,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-28283,
179,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 28,hprsnp,44,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-28284,
180,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 28,hprsnp,44,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-28284,
181,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 8,7rd4ge,45,Predict the midpoint of the next candlestick,response,value,112,,,Prediction,3,object-22223,
182,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 8,7rd4ge,45,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-22224,
183,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 8,7rd4ge,45,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-22224,
184,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 18,gebzxs,46,Predict the midpoint of the next candlestick,response,value,108,,,Prediction,3,object-398,
185,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 18,gebzxs,46,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-399,
186,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 18,gebzxs,46,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-399,
187,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 3,e3sj4v,47,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-19396,
188,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 3,e3sj4v,47,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-19397,
189,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 3,e3sj4v,47,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-19397,
190,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,48,Predict the midpoint of the next candlestick,response,value,125,,,Prediction,3,object-28788,
191,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,48,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-28789,
192,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,48,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-28789,
193,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 44,zhavks,49,Predict the midpoint of the next candlestick,response,value,105,,,Prediction,3,object-27273,
194,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 44,zhavks,49,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-27274,
195,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 44,zhavks,49,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-27274,
196,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 24,gsicqu,50,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-323,
197,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 24,gsicqu,50,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-324,
198,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 24,gsicqu,50,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-324,
199,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 11,37pzje,51,Predict the midpoint of the next candlestick,response,value,108,,,Prediction,3,object-23738,
200,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 11,37pzje,51,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-23739,
