Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Manipulation: 
183,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 7,j84ty6,45,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-21719,
184,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,46,Predict the midpoint of the next candlestick,response,value,99,,,Prediction,3,object-328,
185,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,46,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-329,
186,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,46,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-329,
187,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,47,Predict the midpoint of the next candlestick,response,value,105,,,Prediction,3,object-26263,
188,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,47,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-26264,
189,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,47,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-26264,
190,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 11,37pzje,48,Predict the midpoint of the next candlestick,response,value,112,,,Prediction,3,object-23738,
191,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 11,37pzje,48,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-23739,
192,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 11,37pzje,48,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-23739,
193,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,49,Predict the midpoint of the next candlestick,response,value,98,,,Prediction,3,object-25253,
194,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,49,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-25254,
195,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,49,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-25254,
196,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,50,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-308,
197,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,50,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-309,
198,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,50,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-309,
199,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,51,Predict the midpoint of the next candlestick,response,value,99,,,Prediction,3,object-22728,
200,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,51,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-22729,
201,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,51,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-22729,
202,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,,,,,info,,END,349754,,,,,
1,1.73495E+12,23.12.2024 9:53,1.73495E+12,2,23.12.2024 13:53,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,,,,,info,,BEGIN,,,,,,
2,1.73495E+12,23.12.2024 9:53,1.73495E+12,2,23.12.2024 13:53,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 15,t6ckez,2,,info,,100,,,Prediction,3,object-25758,
3,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 13,4d14kq,3,,info,,100,,,Prediction,3,object-24748,
4,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 19,jpitx4,4,,info,,100,,,Prediction,3,object-393,
5,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 49,8vkhkc,5,,info,,100,,,Prediction,3,object-383,
6,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,,info,,100,,,Prediction,3,object-318,
7,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 37,r2661d,7,,info,,100,,,Prediction,3,object-348,
8,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 17,u7hto3,8,,info,,100,,,Prediction,3,object-433,
9,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,9,,info,,100,,,Prediction,3,object-378,
10,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 48,r6kush,10,,info,,100,,,Prediction,3,object-408,
11,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 32,h9fkdt,11,,info,,100,,,Prediction,3,object-428,
12,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 12,clawoh,12,,info,,100,,,Prediction,3,object-24243,
13,1.73495E+12,23.12.2024 9:54,1.73495E+12,2,23.12.2024 13:54,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 21,xs9bix,13,,info,,100,,,Prediction,3,object-363,
14,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 29,pf9ovz,14,,info,,100,,,Prediction,3,object-27778,
15,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,15,,info,,100,,,Prediction,3,object-22728,
16,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 38,2b8uol,16,,info,,100,,,Prediction,3,object-333,
17,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 2,rl3k4k,17,,info,,100,,,Prediction,3,object-8,
18,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,18,,info,,100,,,Prediction,3,object-25253,
19,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 35,ahjw3u,19,,info,,100,,,Prediction,3,object-373,
20,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 5,h81glr,20,,info,,100,,,Prediction,3,object-20708,
21,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 7,j84ty6,21,,info,,100,,,Prediction,3,object-21718,
22,1.73495E+12,23.12.2024 9:55,1.73495E+12,2,23.12.2024 13:55,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 4,c6cutd,22,,info,,100,,,Prediction,3,object-20203,
23,1.73495E+12,23.12.2024 9:56,1.73495E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 47,64245b,23,,info,,100,,,Prediction,3,object-413,
24,1.73495E+12,23.12.2024 9:56,1.73495E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 10,h9d7i7,24,,info,,100,,,Prediction,3,object-23233,
25,1.73495E+12,23.12.2024 9:56,1.73495E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 46,il85y4,25,,info,,100,,,Prediction,3,object-418,
26,1.73495E+12,23.12.2024 9:56,1.73495E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,26,,info,,100,,,Prediction,3,object-423,
27,1.73495E+12,23.12.2024 9:56,1.73495E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 20,dthyg7,27,,info,,100,,,Prediction,3,object-368,
28,1.73495E+12,23.12.2024 9:56,1.73495E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 23,77ls7d,28,,info,,100,,,Prediction,3,object-338,
29,1.73495E+12,23.12.2024 9:56,1.73495E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 33,uhywuc,29,,info,,100,,,Prediction,3,object-403,
30,1.73495E+12,23.12.2024 9:56,1.73496E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,30,,info,,100,,,Prediction,3,object-29798,
31,1.73495E+12,23.12.2024 9:56,1.73496E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,31,,info,,100,,,Prediction,3,object-438,
32,1.73495E+12,23.12.2024 9:56,1.73496E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,32,,info,,100,,,Prediction,3,object-308,
33,1.73495E+12,23.12.2024 9:56,1.73496E+12,2,23.12.2024 13:56,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 36,e4aiw7,33,,info,,100,,,Prediction,3,object-358,
34,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,34,,info,,100,,,Prediction,3,object-26263,
35,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 42,6eqxy3,35,,info,,100,,,Prediction,3,object-29293,
36,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 51,3g91vv,36,,info,,100,,,Prediction,3,object-353,
37,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 45,bhwts9,37,,info,,100,,,Prediction,3,object-26768,
38,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 22,rg3oep,38,,info,,100,,,Prediction,3,object-343,
39,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 34,a8hg4i,39,,info,,100,,,Prediction,3,object-388,
40,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,40,,info,,100,,,Prediction,3,object-21213,
41,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,41,,info,,100,,,Prediction,3,object-303,
42,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 40,xub8qx,42,,info,,100,,,Prediction,3,object-313,
43,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,43,,info,,100,,,Prediction,3,object-328,
44,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 28,hprsnp,44,,info,,100,,,Prediction,3,object-28283,
45,1.73495E+12,23.12.2024 9:57,1.73496E+12,2,23.12.2024 13:57,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 8,7rd4ge,45,,info,,100,,,Prediction,3,object-22223,
46,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 18,gebzxs,46,,info,,100,,,Prediction,3,object-398,
47,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 3,e3sj4v,47,,info,,100,,,Prediction,3,object-19396,
48,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,48,,info,,100,,,Prediction,3,object-28788,
49,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 44,zhavks,49,,info,,100,,,Prediction,3,object-27273,
50,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 24,gsicqu,50,,info,,100,,,Prediction,3,object-323,
51,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 11,37pzje,51,,info,,100,,,Prediction,3,object-23738,
52,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 15,t6ckez,2,Predict the midpoint of the next candlestick,response,value,114,,,Prediction,3,object-25758,
53,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 15,t6ckez,2,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-25759,
54,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 15,t6ckez,2,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-25759,
55,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 13,4d14kq,3,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-24748,
56,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 13,4d14kq,3,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-24749,
57,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 13,4d14kq,3,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-24749,
